"Status","Seniority","Home","Time","Age","Marital","Records","Job","Expenses","Income","Assets","Debt","Amount","Price","Finrat","Savings","seniorityR","timeR","ageR","expensesR","incomeR","assetsR","debtR","amountR","priceR","finratR","savingsR"
"good",3,"owner",48,37,"widow","no_rec","fixed",45,160,6000,3000,1000,1520,65.7894736842105,4.08,"sen (1,3]","time (36,48]","age (30,40]","exp (40,50]","inc (140,190]","asset (5e+03,8e+03]","debt (2.5e+03,1e+06]","am (900,1.1e+03]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (4,6]"
"good",25,"owner",60,42,"married","no_rec","fixed",60,133,9500,0,1500,1617,92.7643784786642,2.92,"sen (14,99]","time (48,99]","age (40,50]","exp (50,60]","inc (110,140]","asset (8e+03,1e+06]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (90,100]","sav (2,4]"
"good",8,"rent",60,54,"married","no_rec","freelance",173,230,5000,0,1100,1500,73.3333333333333,3.10909090909091,"sen (3,8]","time (48,99]","age (50,99]","exp (80,1e+04]","inc (190,1e+04]","asset (3e+03,5e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (70,80]","sav (2,4]"
"good",2,"owner",60,30,"married","no_rec","fixed",60,154,3000,0,1000,1705,58.6510263929619,5.64,"sen (1,3]","time (48,99]","age (25,30]","exp (50,60]","inc (140,190]","asset (0,3e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (4,6]"
"good",2,"owner",30,26,"married","no_rec","fixed",60,50,3500,250,600,1292,46.4396284829721,-0.625,"sen (1,3]","time (24,36]","age (25,30]","exp (50,60]","inc (0,80]","asset (3e+03,5e+03]","debt (0,500]","am (0,600]","priz (1e+03,1.3e+03]","finr (0,50]","sav (-99,0]"
"good",17,"owner",48,49,"married","no_rec","freelance",60,189,7000,0,1100,1294,85.0077279752705,5.62909090909091,"sen (14,99]","time (36,48]","age (40,50]","exp (50,60]","inc (140,190]","asset (5e+03,8e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (80,90]","sav (4,6]"
"good",3,"owner",60,36,"married","no_rec","fixed",60,202,4600,1260,1400,1936,72.3140495867769,5.54571428571429,"sen (1,3]","time (48,99]","age (30,40]","exp (50,60]","inc (190,1e+04]","asset (3e+03,5e+03]","debt (500,1.5e+03]","am (1.1e+03,1.4e+03]","priz (1.8e+03,1e+05]","finr (70,80]","sav (4,6]"
"bad",4,"parents",48,40,"married","no_rec","freelance",90,20,0,0,1850,2143,86.3275781614559,-1.81621621621622,"sen (3,8]","time (36,48]","age (30,40]","exp (80,1e+04]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (80,90]","sav (-99,0]"
"bad",0,"owner",12,61,"married","no_rec","others",60,40,4000,0,170,1394,12.1951219512195,-1.41176470588235,"sen (-1,1]","time (0,12]","age (50,99]","exp (50,60]","inc (0,80]","asset (3e+03,5e+03]","debt (-1,0]","am (0,600]","priz (1.3e+03,1.5e+03]","finr (0,50]","sav (-99,0]"
"bad",2,"rent",24,59,"married","no_rec","fixed",110,50,0,0,200,425,47.0588235294118,-7.2,"sen (1,3]","time (12,24]","age (50,99]","exp (80,1e+04]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (0,50]","sav (-99,0]"
"good",2,"owner",48,49,"married","no_rec","fixed",45,125,4000,0,500,1600,31.25,7.68,"sen (1,3]","time (36,48]","age (40,50]","exp (40,50]","inc (110,140]","asset (3e+03,5e+03]","debt (-1,0]","am (0,600]","priz (1.5e+03,1.8e+03]","finr (0,50]","sav (6,99]"
"good",30,"rent",60,52,"married","no_rec","freelance",70,100,14500,0,1250,1563,79.9744081893794,1.44,"sen (14,99]","time (48,99]","age (50,99]","exp (60,80]","inc (80,110]","asset (8e+03,1e+06]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (70,80]","sav (0,2]"
"good",11,"owner",60,35,"married","no_rec","fixed",60,115,4000,75,1250,1284,97.3520249221184,2.604,"sen (8,14]","time (48,99]","age (30,40]","exp (50,60]","inc (110,140]","asset (3e+03,5e+03]","debt (0,500]","am (1.1e+03,1.4e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (2,4]"
"bad",5,"ignore",60,25,"married","no_rec","fixed",75,160,1000,0,890,990,89.8989898989899,5.73033707865168,"sen (3,8]","time (48,99]","age (0,25]","exp (60,80]","inc (140,190]","asset (0,3e+03]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (80,90]","sav (4,6]"
"good",14,"owner",60,30,"married","no_rec","fixed",60,70,4000,2800,600,1125,53.3333333333333,-1.8,"sen (8,14]","time (48,99]","age (25,30]","exp (50,60]","inc (0,80]","asset (3e+03,5e+03]","debt (2.5e+03,1e+06]","am (0,600]","priz (1e+03,1.3e+03]","finr (50,70]","sav (-99,0]"
"good",8,"owner",48,28,"married","no_rec","fixed",35,220,4000,0,1000,1267,78.9265982636148,8.88,"sen (3,8]","time (36,48]","age (25,30]","exp (0,40]","inc (190,1e+04]","asset (3e+03,5e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (70,80]","sav (6,99]"
"bad",1,"other",60,42,"married","yes_rec","freelance",45,99,0,0,1600,1780,89.8876404494382,2.025,"sen (-1,1]","time (48,99]","age (40,50]","exp (40,50]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (2,4]"
"good",1,"owner",6,29,"single","no_rec","freelance",35,107,2000,0,300,1298,23.1124807395994,1.44,"sen (-1,1]","time (0,12]","age (25,30]","exp (0,40]","inc (80,110]","asset (0,3e+03]","debt (-1,0]","am (0,600]","priz (1e+03,1.3e+03]","finr (0,50]","sav (0,2]"
"bad",6,"owner",60,32,"married","no_rec","fixed",75,160,2200,600,1550,1600,96.875,3.05806451612903,"sen (3,8]","time (48,99]","age (30,40]","exp (60,80]","inc (140,190]","asset (0,3e+03]","debt (500,1.5e+03]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (90,100]","sav (2,4]"
"good",9,"owner",60,45,"married","no_rec","fixed",75,150,3000,0,1100,1340,82.089552238806,4.09090909090909,"sen (8,14]","time (48,99]","age (40,50]","exp (60,80]","inc (140,190]","asset (0,3e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (80,90]","sav (4,6]"
"good",0,"owner",60,52,"married","no_rec","partime",45,232,10000,0,750,1244,60.2893890675241,14.96,"sen (-1,1]","time (48,99]","age (50,99]","exp (40,50]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (50,70]","sav (6,99]"
"bad",3,"owner",60,26,"married","no_rec","partime",45,120,6100,1500,1000,1403,71.2758374910905,3.6,"sen (1,3]","time (48,99]","age (25,30]","exp (40,50]","inc (110,140]","asset (5e+03,8e+03]","debt (500,1.5e+03]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (70,80]","sav (2,4]"
"good",3,"owner",60,33,"married","yes_rec","freelance",75,225,2000,0,1400,1980,70.7070707070707,6.42857142857143,"sen (1,3]","time (48,99]","age (30,40]","exp (60,80]","inc (190,1e+04]","asset (0,3e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.8e+03,1e+05]","finr (70,80]","sav (6,99]"
"good",1,"parents",60,21,"single","no_rec","freelance",35,100,0,0,900,1290,69.7674418604651,4.33333333333333,"sen (-1,1]","time (48,99]","age (0,25]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (50,70]","sav (4,6]"
"bad",0,"owner",36,34,"married","no_rec","partime",75,80,4500,300,600,1339,44.8095593726662,0.12,"sen (-1,1]","time (24,36]","age (30,40]","exp (60,80]","inc (0,80]","asset (3e+03,5e+03]","debt (0,500]","am (0,600]","priz (1.3e+03,1.5e+03]","finr (0,50]","sav (0,2]"
"good",6,"owner",60,27,"single","no_rec","fixed",35,208,6000,3300,1500,1559,96.2155227710071,5.6,"sen (3,8]","time (48,99]","age (25,30]","exp (0,40]","inc (190,1e+04]","asset (5e+03,8e+03]","debt (2.5e+03,1e+06]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (90,100]","sav (4,6]"
"bad",21,"owner",60,44,"married","no_rec","fixed",90,105,1150,720,200,1078,18.5528756957328,2.34,"sen (14,99]","time (48,99]","age (40,50]","exp (80,1e+04]","inc (80,110]","asset (0,3e+03]","debt (500,1.5e+03]","am (0,600]","priz (1e+03,1.3e+03]","finr (0,50]","sav (2,4]"
"good",17,"owner",60,51,"married","no_rec","fixed",60,98,4000,0,860,1113,77.2686433063792,2.65116279069767,"sen (14,99]","time (48,99]","age (50,99]","exp (50,60]","inc (80,110]","asset (3e+03,5e+03]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (70,80]","sav (2,4]"
"good",7,"rent",18,33,"married","no_rec","fixed",113,532,0,0,1000,2290,43.6681222707424,7.542,"sen (3,8]","time (12,24]","age (30,40]","exp (80,1e+04]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1.8e+03,1e+05]","finr (0,50]","sav (6,99]"
"good",10,"owner",60,35,"married","no_rec","fixed",60,140,4000,0,1000,1578,63.3713561470215,4.8,"sen (8,14]","time (48,99]","age (30,40]","exp (50,60]","inc (110,140]","asset (3e+03,5e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (4,6]"
"good",2,"owner",48,38,"married","no_rec","fixed",75,90,7000,2000,500,1039,48.1231953801732,-0.48,"sen (1,3]","time (36,48]","age (30,40]","exp (60,80]","inc (80,110]","asset (5e+03,8e+03]","debt (1.5e+03,2.5e+03]","am (0,600]","priz (1e+03,1.3e+03]","finr (0,50]","sav (-99,0]"
"good",0,"rent",60,28,"married","no_rec","fixed",76,155,0,0,800,1218,65.6814449917898,5.925,"sen (-1,1]","time (48,99]","age (25,30]","exp (60,80]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (50,70]","sav (4,6]"
"good",2,"owner",60,26,"married","no_rec","fixed",45,120,3500,0,300,1329,22.5733634311512,15,"sen (1,3]","time (48,99]","age (25,30]","exp (40,50]","inc (110,140]","asset (3e+03,5e+03]","debt (-1,0]","am (0,600]","priz (1.3e+03,1.5e+03]","finr (0,50]","sav (6,99]"
"good",10,"owner",36,34,"married","no_rec","fixed",90,159,3000,250,300,500,60,7.98,"sen (8,14]","time (24,36]","age (30,40]","exp (80,1e+04]","inc (140,190]","asset (0,3e+03]","debt (0,500]","am (0,600]","priz (0,1e+03]","finr (50,70]","sav (6,99]"
"good",6,"owner",60,27,"married","no_rec","fixed",45,122,2000,1000,1300,1384,93.9306358381503,3.09230769230769,"sen (3,8]","time (48,99]","age (25,30]","exp (40,50]","inc (110,140]","asset (0,3e+03]","debt (500,1.5e+03]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (90,100]","sav (2,4]"
"bad",7,"owner",60,32,"married","no_rec","partime",75,156,3500,0,1300,1553,83.7089504185447,3.73846153846154,"sen (3,8]","time (48,99]","age (30,40]","exp (60,80]","inc (140,190]","asset (3e+03,5e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (2,4]"
"good",18,"owner",48,43,"single","no_rec","fixed",35,90,2500,0,1000,1626,61.5006150061501,2.64,"sen (14,99]","time (36,48]","age (40,50]","exp (0,40]","inc (80,110]","asset (0,3e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (2,4]"
"good",3,"owner",18,30,"single","no_rec","partime",35,130,5000,0,1100,1674,65.7108721624851,1.55454545454545,"sen (1,3]","time (12,24]","age (25,30]","exp (0,40]","inc (110,140]","asset (3e+03,5e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (0,2]"
"good",6,"owner",18,42,"married","no_rec","freelance",90,45,4000,34,200,1500,13.3333333333333,-4.0806,"sen (3,8]","time (12,24]","age (40,50]","exp (80,1e+04]","inc (0,80]","asset (3e+03,5e+03]","debt (0,500]","am (0,600]","priz (1.3e+03,1.5e+03]","finr (0,50]","sav (-99,0]"
"good",0,"rent",36,26,"married","no_rec","partime",72,118,1000,0,600,1421,42.2237860661506,2.76,"sen (-1,1]","time (24,36]","age (25,30]","exp (60,80]","inc (110,140]","asset (0,3e+03]","debt (-1,0]","am (0,600]","priz (1.3e+03,1.5e+03]","finr (0,50]","sav (2,4]"
"bad",0,"owner",24,20,"single","no_rec","others",60,152,2000,0,400,480,83.3333333333333,5.52,"sen (-1,1]","time (12,24]","age (0,25]","exp (50,60]","inc (140,190]","asset (0,3e+03]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (80,90]","sav (4,6]"
"good",8,"rent",48,24,"single","no_rec","fixed",49,135,0,0,1000,1274,78.4929356357928,4.128,"sen (3,8]","time (36,48]","age (0,25]","exp (40,50]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (70,80]","sav (4,6]"
"good",4,"rent",48,27,"married","no_rec","fixed",58,125,0,0,1200,1580,75.9493670886076,2.68,"sen (3,8]","time (36,48]","age (25,30]","exp (50,60]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (70,80]","sav (2,4]"
"good",1,"rent",36,35,"married","no_rec","freelance",66,208,4000,0,1000,1300,76.9230769230769,5.112,"sen (-1,1]","time (24,36]","age (30,40]","exp (60,80]","inc (190,1e+04]","asset (3e+03,5e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (70,80]","sav (4,6]"
"bad",1,"parents",48,18,"single","no_rec","partime",35,81,0,0,1150,1314,87.5190258751903,1.92,"sen (-1,1]","time (36,48]","age (0,25]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (80,90]","sav (0,2]"
"good",3,"owner",24,35,"married","no_rec","fixed",75,160,1800,0,200,957,20.8986415882968,10.2,"sen (1,3]","time (12,24]","age (30,40]","exp (60,80]","inc (140,190]","asset (0,3e+03]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (0,50]","sav (6,99]"
"good",10,"rent",60,33,"married","no_rec","freelance",75,300,2700,0,1000,1500,66.6666666666667,13.5,"sen (8,14]","time (48,99]","age (30,40]","exp (60,80]","inc (190,1e+04]","asset (0,3e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (50,70]","sav (6,99]"
"good",8,"priv",36,39,"married","no_rec","fixed",60,135,4000,1500,1300,1504,86.436170212766,1.66153846153846,"sen (3,8]","time (24,36]","age (30,40]","exp (50,60]","inc (110,140]","asset (3e+03,5e+03]","debt (500,1.5e+03]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (0,2]"
"good",20,"parents",60,36,"married","no_rec","fixed",60,121,0,0,850,935,90.9090909090909,4.30588235294118,"sen (14,99]","time (48,99]","age (30,40]","exp (50,60]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (90,100]","sav (4,6]"
"good",3,"parents",48,29,"single","no_rec","fixed",35,145,0,0,1000,1028,97.2762645914397,5.28,"sen (1,3]","time (36,48]","age (25,30]","exp (0,40]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (4,6]"
"bad",1,"parents",48,23,"single","no_rec","fixed",35,165,0,0,1300,1440,90.2777777777778,4.8,"sen (-1,1]","time (36,48]","age (0,25]","exp (0,40]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (90,100]","sav (4,6]"
"good",19,"owner",12,34,"married","no_rec","freelance",75,428,32000,0,500,1030,48.5436893203884,8.472,"sen (14,99]","time (0,12]","age (30,40]","exp (60,80]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (0,600]","priz (1e+03,1.3e+03]","finr (0,50]","sav (6,99]"
"good",2,"rent",48,57,"married","no_rec","others",68,233,0,0,1200,1366,87.8477306002928,6.6,"sen (1,3]","time (36,48]","age (50,99]","exp (60,80]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (80,90]","sav (6,99]"
"bad",11,"owner",60,38,"married","yes_rec","fixed",90,245,4000,0,1700,1768,96.1538461538462,5.47058823529412,"sen (8,14]","time (48,99]","age (30,40]","exp (80,1e+04]","inc (190,1e+04]","asset (3e+03,5e+03]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (90,100]","sav (4,6]"
"bad",1,"owner",36,52,"married","yes_rec","freelance",60,232,100000,20000,1500,2340,64.1025641025641,-0.672,"sen (-1,1]","time (24,36]","age (50,99]","exp (50,60]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (2.5e+03,1e+06]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (50,70]","sav (-99,0]"
"bad",1,"owner",48,42,"married","yes_rec","freelance",75,200,9000,4500,1400,1700,82.3529411764706,2.74285714285714,"sen (-1,1]","time (36,48]","age (40,50]","exp (60,80]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (2.5e+03,1e+06]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (2,4]"
"good",15,"owner",60,44,"married","no_rec","freelance",60,42,10000,0,910,1450,62.7586206896552,-1.18681318681319,"sen (14,99]","time (48,99]","age (40,50]","exp (50,60]","inc (0,80]","asset (8e+03,1e+06]","debt (-1,0]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (50,70]","sav (-99,0]"
"good",10,"owner",48,37,"divorced","no_rec","fixed",35,87,3500,450,500,1155,43.2900432900433,4.56,"sen (8,14]","time (36,48]","age (30,40]","exp (0,40]","inc (80,110]","asset (3e+03,5e+03]","debt (0,500]","am (0,600]","priz (1e+03,1.3e+03]","finr (0,50]","sav (4,6]"
"bad",1,"priv",48,34,"married","yes_rec","freelance",45,200,3000,1500,1000,1191,83.9630562552477,6.72,"sen (-1,1]","time (36,48]","age (30,40]","exp (40,50]","inc (190,1e+04]","asset (0,3e+03]","debt (500,1.5e+03]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (80,90]","sav (6,99]"
"good",25,"owner",12,43,"married","no_rec","freelance",75,250,100000,0,600,841,71.3436385255648,3.5,"sen (14,99]","time (0,12]","age (40,50]","exp (60,80]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (70,80]","sav (2,4]"
"bad",4,"rent",60,42,"divorced","yes_rec","fixed",70,350,0,0,2200,2441,90.1269971323228,7.63636363636364,"sen (3,8]","time (48,99]","age (40,50]","exp (60,80]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (90,100]","sav (6,99]"
"bad",0,"other",48,24,"married","no_rec","fixed",60,105,0,0,1200,1516,79.155672823219,1.8,"sen (-1,1]","time (36,48]","age (0,25]","exp (50,60]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (70,80]","sav (0,2]"
"good",1,"owner",60,36,"single","no_rec","freelance",60,100,4500,1500,400,1591,25.1414204902577,3.75,"sen (-1,1]","time (48,99]","age (30,40]","exp (50,60]","inc (80,110]","asset (3e+03,5e+03]","debt (500,1.5e+03]","am (0,600]","priz (1.5e+03,1.8e+03]","finr (0,50]","sav (2,4]"
"bad",2,"parents",60,52,"married","yes_rec","freelance",75,160,5000,0,1350,1999,67.5337668834417,3.77777777777778,"sen (1,3]","time (48,99]","age (50,99]","exp (60,80]","inc (140,190]","asset (3e+03,5e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.8e+03,1e+05]","finr (50,70]","sav (2,4]"
"good",16,"parents",60,34,"single","no_rec","freelance",35,132,12000,0,1200,1336,89.8203592814371,4.85,"sen (14,99]","time (48,99]","age (30,40]","exp (0,40]","inc (110,140]","asset (8e+03,1e+06]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (80,90]","sav (4,6]"
"bad",0,"rent",36,34,"separated","no_rec","fixed",49,140,0,0,1150,1600,71.875,2.84869565217391,"sen (-1,1]","time (24,36]","age (30,40]","exp (40,50]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (70,80]","sav (2,4]"
"good",16,"parents",60,31,"married","no_rec","fixed",45,160,0,0,1400,1850,75.6756756756757,4.92857142857143,"sen (14,99]","time (48,99]","age (30,40]","exp (40,50]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.8e+03,1e+05]","finr (70,80]","sav (4,6]"
"good",8,"owner",60,36,"married","no_rec","freelance",75,148,2600,0,1400,1775,78.8732394366197,3.12857142857143,"sen (3,8]","time (48,99]","age (30,40]","exp (60,80]","inc (140,190]","asset (0,3e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (70,80]","sav (2,4]"
"good",20,"parents",36,50,"married","no_rec","freelance",45,113,20000,0,700,1224,57.1895424836601,3.49714285714286,"sen (14,99]","time (24,36]","age (40,50]","exp (40,50]","inc (110,140]","asset (8e+03,1e+06]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (50,70]","sav (2,4]"
"good",5,"parents",60,33,"married","no_rec","fixed",45,97,0,0,1500,1663,90.198436560433,2.08,"sen (3,8]","time (48,99]","age (30,40]","exp (40,50]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (90,100]","sav (2,4]"
"good",20,"owner",60,54,"married","no_rec","fixed",60,107,1500,0,1250,1500,83.3333333333333,2.256,"sen (14,99]","time (48,99]","age (50,99]","exp (50,60]","inc (80,110]","asset (0,3e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (80,90]","sav (2,4]"
"bad",5,"rent",60,40,"married","yes_rec","fixed",66,206,0,0,1900,2225,85.3932584269663,4.42105263157895,"sen (3,8]","time (48,99]","age (30,40]","exp (60,80]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (80,90]","sav (4,6]"
"good",1,"owner",60,29,"married","no_rec","fixed",45,275,6000,1810,1600,1930,82.9015544041451,7.94625,"sen (-1,1]","time (48,99]","age (25,30]","exp (40,50]","inc (190,1e+04]","asset (5e+03,8e+03]","debt (1.5e+03,2.5e+03]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (80,90]","sav (6,99]"
"good",3,"owner",60,31,"married","no_rec","fixed",45,176,4500,2500,1400,1607,87.1188550093342,4.54285714285714,"sen (1,3]","time (48,99]","age (30,40]","exp (40,50]","inc (140,190]","asset (3e+03,5e+03]","debt (1.5e+03,2.5e+03]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (4,6]"
"good",2,"rent",36,32,"married","no_rec","fixed",63,175,0,0,1000,1230,81.3008130081301,4.032,"sen (1,3]","time (24,36]","age (30,40]","exp (60,80]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (80,90]","sav (4,6]"
"good",3,"owner",24,51,"married","no_rec","fixed",45,223,20000,0,1400,1581,88.5515496521189,3.05142857142857,"sen (1,3]","time (12,24]","age (50,99]","exp (40,50]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (2,4]"
"good",7,"rent",60,31,"married","no_rec","fixed",67,70,0,0,790,1072,73.6940298507463,0.227848101265823,"sen (3,8]","time (48,99]","age (30,40]","exp (60,80]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (70,80]","sav (0,2]"
